224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
224	126	6
